CopyNumber,PercentMatches,FullLength,ConsensusLength,fr_A_cons,fr_T_cons,fr_G_cons,fr_C_cons,fr_A_repeat,fr_T_repeat,fr_G_repeat,fr_C_repeat,RepeatsNumber
5.6,98,411,74,28,22,6,18,158,125,32,97,3
4.3,99,476,111,30,25,14,42,127,108,65,177,3
7.2,100,42,6,2,1,1,2,14,7,7,15,1
1.9,85,39,21,6,8,0,7,11,14,0,15,1
1.9,85,39,21,6,8,0,7,11,14,0,15,1
1.9,85,39,21,6,8,0,7,11,14,0,15,1
8.2,90,281,35,12,6,6,11,91,47,49,95,2
49.5,89,282,6,2,1,1,2,91,47,49,96,2
3.8,93,41,11,0,9,1,1,1,37,2,2,2
3.1,92,35,12,1,10,0,1,2,30,1,3,2
29.4,81,293,10,2,3,3,2,70,75,76,73,3
15.2,86,293,20,5,5,5,5,70,75,76,73,3
23.5,84,234,10,2,2,3,3,57,57,60,61,3
30.2,96,301,10,2,2,3,3,66,60,74,91,1
30.4,93,303,10,2,2,3,3,70,61,78,91,1
30.3,95,302,10,3,2,2,3,79,61,72,91,1
30.1,94,300,10,3,2,2,3,76,60,75,90,1
32.9,96,328,10,3,2,2,3,86,66,78,99,1
1.9,86,141,75,32,22,9,12,56,45,19,22,1
2,85,148,76,33,20,8,15,59,45,19,26,1
2.1,82,155,75,31,22,12,10,56,51,28,21,1
1.9,90,146,76,32,22,9,13,59,46,18,24,1
3.1,62,115,35,16,11,5,3,50,37,15,14,3
2.9,98,217,76,31,24,10,11,88,66,30,34,3
3.1,62,121,41,15,13,5,8,49,39,15,19,3
3.2,65,117,35,12,11,6,6,44,38,18,18,3
2.8,93,210,76,30,23,11,12,81,66,33,31,3
3.1,68,123,42,16,12,6,8,48,39,17,20,3
2.1,98,161,76,31,23,10,12,66,48,22,26,2
3.1,60,122,41,18,13,6,4,51,38,17,17,2
1.9,91,146,76,32,23,8,13,59,47,18,23,1
1.9,88,146,76,32,22,11,11,60,47,20,20,1
2.1,93,156,76,33,22,9,12,69,49,18,21,1
2.2,85,47,22,9,7,1,5,19,15,3,11,2
8.2,99,642,78,30,26,8,14,252,212,64,115,2
3.5,95,281,81,26,27,12,16,93,94,42,53,4
6,100,83,14,5,3,2,4,30,18,12,24,4
10.3,77,69,6,2,1,1,2,25,15,10,20,4
12.4,78,88,8,3,2,1,2,32,19,12,26,4
13,100,25,2,1,1,0,0,13,13,0,0,1
3.2,76,52,16,6,7,2,1,22,22,5,4,1
3.2,76,52,16,6,7,2,1,22,22,5,4,1
2,81,93,46,18,18,2,8,33,38,5,18,1
2,83,93,46,16,17,2,11,29,37,5,23,1
2,83,93,46,18,18,2,8,34,38,5,17,1
2.1,100,127,60,18,18,8,16,40,38,17,33,1
2.4,88,131,54,12,14,9,19,27,37,23,45,1
40.4,100,201,5,2,3,0,0,81,121,0,0,1
19.5,94,39,2,1,1,0,0,19,20,0,1,1
61,100,365,6,2,1,1,2,122,61,61,122,1
13.2,94,216,16,3,2,3,8,50,25,39,103,1
2.2,89,33,15,5,2,0,8,12,6,0,16,1
2.2,100,37,17,3,0,14,0,6,0,32,0,4
2.3,90,74,33,19,0,2,12,44,0,5,26,4
4,80,36,10,2,0,8,0,7,0,30,0,4
6.3,95,69,11,6,0,1,4,40,0,5,25,4
14.4,100,100,7,5,0,0,2,72,0,0,29,1
20.3,82,133,6,2,1,1,2,47,25,20,42,3
7.3,93,145,20,7,4,3,6,51,28,22,45,3
11.2,77,150,14,5,2,2,5,53,29,22,47,3
19.1,100,305,16,4,3,5,4,76,58,96,76,1
2,84,38,20,8,6,4,2,15,15,6,3,3
19.4,100,309,16,6,7,2,1,116,136,39,19,3
13.6,100,135,10,5,4,0,1,68,55,0,13,3
22.4,99,357,16,5,7,3,1,112,151,67,28,1
25,100,24,1,0,0,0,1,0,0,0,25,1
32,100,31,1,0,0,0,1,0,0,0,32,1
2.3,100,24,11,1,0,0,10,2,0,0,23,1
1.9,100,26,14,7,6,0,1,14,11,0,2,1
13.4,100,253,19,7,8,1,3,94,107,13,40,1
2.7,80,45,17,7,6,2,2,19,18,3,6,1
2.2,94,31,15,6,3,0,6,11,7,0,14,1
2.7,88,38,14,5,3,0,6,15,7,1,16,1
2.1,82,159,75,31,23,11,10,63,48,24,25,1
35.2,100,351,10,4,2,1,3,141,70,35,106,1
2,98,109,55,16,12,12,15,31,25,24,30,1
3.5,71,66,19,8,7,3,1,29,24,9,5,3
2.2,94,31,15,5,3,1,6,10,7,1,14,3
3.3,67,67,21,9,9,2,1,29,28,7,4,3
2.1,94,30,15,6,3,0,6,11,7,0,13,1
3.2,80,123,39,17,14,5,3,52,40,19,13,3
3.5,71,66,19,8,7,3,1,29,24,9,5,3
2.2,94,31,15,6,3,0,6,11,7,0,14,3
2.8,89,40,15,6,3,0,6,17,9,0,15,1
2.9,89,41,15,6,3,0,6,17,9,0,16,3
7.4,95,289,39,17,14,5,3,121,102,42,25,3
3.3,69,60,17,6,5,3,3,25,20,9,7,3
2.2,84,83,39,17,12,5,5,35,28,13,8,2
2.9,86,41,15,6,2,0,7,17,8,0,17,2
2.3,90,87,39,17,13,5,4,37,30,13,8,3
3.5,71,66,19,8,7,3,1,29,24,9,5,3
3.2,82,46,15,6,3,0,6,18,11,0,18,3
3.2,82,46,15,6,3,0,6,18,11,0,18,3
3.5,71,66,19,8,7,3,1,29,24,9,5,3
2.3,90,87,39,17,13,5,4,37,30,13,8,3
3.5,72,67,19,8,7,3,1,29,25,10,4,4
3.3,68,68,21,9,9,2,1,29,29,8,3,4
3.2,82,46,15,6,3,0,6,18,11,0,18,4
2.4,87,94,40,17,14,6,3,40,33,15,7,4
2.9,89,41,15,6,3,0,6,17,9,0,16,3
3.1,70,63,21,9,9,2,1,28,27,6,3,3
3.7,74,70,18,7,8,2,1,31,26,9,5,3
7.4,69,139,17,6,7,3,1,58,52,20,10,3
2.9,89,41,15,6,3,0,6,17,9,0,16,3
4.5,94,174,39,17,15,5,2,74,65,24,12,3
1.9,97,94,50,18,18,4,10,34,34,7,20,5
9.2,100,633,69,37,13,5,14,341,119,45,129,5
4.4,72,103,22,8,8,1,5,39,36,7,22,5
3.7,80,87,23,8,7,2,6,32,31,7,18,5
1.9,100,24,13,1,8,3,1,2,16,5,2,5
13.8,97,177,13,8,3,0,2,109,40,0,29,3
2.1,90,81,40,9,10,4,17,15,21,8,38,3
29.3,99,233,8,2,3,2,1,59,87,57,31,3
2,100,35,18,5,7,4,2,10,14,8,4,1
4.9,98,365,74,21,16,12,25,105,80,57,124,2
2.5,98,365,148,42,32,24,50,105,80,57,124,2
2.6,86,117,44,21,19,1,3,53,53,4,8,1
2,100,235,117,39,36,11,31,78,73,22,63,2
3.6,80,57,16,7,7,0,2,26,25,2,5,2
7.2,83,114,16,7,8,0,1,49,54,6,6,3
2,85,93,48,21,20,4,3,39,42,6,7,3
2,87,93,48,22,21,3,2,41,43,5,5,3
2.4,98,158,65,24,31,6,4,64,66,16,13,3
13.2,100,78,6,2,1,1,2,26,13,13,27,3
2.6,93,206,80,30,29,4,17,74,75,12,46,3
8.7,95,51,6,2,1,1,2,17,9,9,17,5
2.3,96,181,80,30,29,4,17,65,69,11,37,5
2.6,91,206,80,31,27,4,18,73,77,13,44,5
4.4,95,280,64,24,31,6,3,111,131,28,11,5
16,95,95,6,2,1,1,2,32,16,16,32,5
2.1,85,102,47,33,0,0,14,70,0,0,29,4
2.4,85,100,40,28,0,0,12,69,0,0,28,4
2,93,31,16,2,7,1,6,4,15,2,11,4
14.9,92,105,7,5,0,0,2,72,0,0,30,4
16.1,100,273,17,5,7,3,2,81,113,48,32,3
5.4,99,674,126,44,44,14,24,236,238,72,129,3
21.4,100,791,37,13,16,3,5,280,342,64,106,3
2.8,88,169,59,24,25,3,7,71,67,9,23,3
3,65,87,30,12,12,2,4,36,36,5,11,3
2.6,99,173,67,29,25,3,10,75,66,7,26,3
5,96,165,34,15,13,4,2,71,63,22,10,2
9.2,71,151,16,6,6,3,1,65,58,20,9,2
51,100,305,6,2,1,1,2,102,51,51,102,3
3.3,84,268,81,35,27,5,14,117,91,18,43,3
2,88,35,18,9,1,1,7,17,2,3,14,3
2.5,98,174,71,18,23,8,22,46,54,20,55,2
2.5,98,174,71,18,23,8,22,46,54,20,55,2
12.2,99,504,41,15,14,6,6,183,171,74,76,1
2,100,139,70,19,16,17,18,38,32,34,36,3
2,100,99,51,9,9,14,19,18,16,28,38,3
5.4,98,1083,201,41,39,49,72,217,212,266,389,3
2.2,100,25,12,2,2,1,7,4,5,2,15,1
2.3,86,37,17,7,6,2,2,15,14,3,6,1
4.3,98,316,74,27,23,11,13,116,97,48,56,1
5,64,186,38,14,10,5,9,70,52,25,40,3
5,63,183,36,14,11,5,6,71,53,24,36,3
3.3,99,242,74,28,21,10,15,92,69,33,49,3
2.5,91,56,23,11,11,0,1,27,29,0,1,4
6.6,84,59,9,4,5,0,0,28,31,0,1,4
33,81,60,2,1,1,0,0,29,31,0,1,4
2.5,89,60,26,12,13,0,1,29,31,0,1,4
4.9,67,177,36,17,11,2,6,74,55,19,30,2
4.5,98,240,54,22,17,6,9,99,74,25,43,2
1.9,89,38,21,13,1,3,4,24,2,5,8,1
2.9,99,222,76,34,29,4,9,101,85,12,25,2
5.2,100,186,36,17,6,3,10,88,31,15,53,2
25,93,127,5,2,3,0,0,51,74,3,0,2
2.2,100,25,12,8,2,0,2,17,5,0,4,2
2.1,100,24,12,4,2,0,6,9,4,0,12,2
2.1,96,104,49,12,20,7,10,23,42,17,23,2
5.7,78,91,15,6,5,3,1,37,34,15,6,3
5.4,70,91,18,8,7,2,1,38,35,13,6,3
3.9,90,129,33,13,13,5,2,52,49,19,10,3
8.6,84,70,8,5,3,0,0,43,25,0,3,1
3.6,95,29,8,5,3,0,0,20,10,0,0,2
6.2,78,56,9,6,3,0,0,38,16,0,3,2
3.4,92,33,10,5,0,0,5,19,0,1,14,4
3.6,94,73,21,4,5,5,7,12,17,21,24,4
2.4,80,50,21,1,3,9,8,2,7,24,18,4
2.8,95,31,11,7,0,1,3,20,0,3,9,4
5.2,91,393,75,25,16,8,26,129,87,36,142,3
3,98,198,67,14,18,6,29,41,54,16,88,3
2.6,92,393,152,55,32,13,52,129,87,36,142,3
7.2,91,542,75,25,16,9,25,173,125,60,185,5
2.4,92,542,227,78,48,23,78,173,125,60,185,5
3.9,99,262,67,14,19,8,26,54,75,32,102,5
1.9,100,26,14,0,12,1,1,0,23,2,2,5
3.6,93,542,150,53,31,15,51,173,125,60,185,5
1.9,85,54,30,7,5,4,14,11,10,7,27,1
4.9,98,192,39,15,18,3,3,74,87,15,17,1
2.2,86,38,18,8,3,2,5,16,8,3,12,2
5.4,99,189,35,13,15,3,4,71,81,16,22,2
6.4,80,248,39,15,19,3,2,94,111,21,23,2
2,96,164,82,32,34,6,10,64,72,12,17,2
2,89,35,18,11,3,1,3,22,5,2,7,4
1.9,88,33,18,11,1,0,6,21,2,0,11,4
4.9,99,272,56,14,21,5,16,69,99,25,80,4
27,100,53,2,1,1,0,0,27,27,0,0,4
9.8,100,58,6,2,1,1,2,19,10,10,20,2
2.6,87,205,79,31,27,4,17,75,69,15,47,2
1.9,86,45,24,6,9,0,9,12,16,0,18,1
1.9,82,45,24,6,8,0,10,12,15,0,19,1
1.9,82,45,24,6,8,0,10,12,15,0,19,1
2,100,46,23,8,6,6,3,16,13,12,6,1
5.2,82,55,11,7,4,0,0,38,18,0,0,3
2,100,122,61,13,28,6,14,26,57,12,28,3
5.2,86,53,10,8,2,0,0,38,16,0,0,3
4.6,71,104,22,6,8,5,3,30,30,23,22,1
2.3,100,26,12,2,2,1,7,5,5,2,15,2
2.7,76,64,23,7,7,6,3,18,19,16,12,2
26.3,94,186,7,5,0,0,2,131,0,3,53,2
2.5,100,26,11,3,6,0,2,7,16,0,4,2
1.9,100,28,15,6,6,0,3,12,11,0,6,2
16.8,88,394,23,12,10,1,0,198,170,17,0,2
44.4,89,223,5,2,3,0,0,94,128,2,0,1
17.2,97,84,5,2,3,0,0,35,50,0,0,1
36.4,100,290,8,3,2,1,2,109,73,36,73,1
34.5,93,344,10,2,2,3,3,84,69,89,103,1
13.8,96,53,4,3,0,0,1,41,0,0,13,1
1.9,85,108,56,16,22,10,8,31,45,18,15,2
2.4,80,42,18,6,10,0,2,14,26,0,3,2
12.5,100,24,2,1,1,0,0,12,13,0,0,2
5.6,100,55,10,1,0,6,3,5,0,33,18,2
4.6,98,324,71,17,29,11,14,82,134,48,61,5
113,86,423,4,3,0,0,1,311,0,0,113,5
38.8,84,420,11,8,0,0,3,309,0,0,112,5
28.9,92,424,15,11,0,0,4,311,0,0,114,5
2.3,97,324,142,34,58,22,28,82,134,48,61,5
3.5,98,251,71,19,29,8,15,71,104,27,50,4
63.3,86,235,4,3,0,0,1,173,0,0,63,4
16.4,90,239,15,11,0,0,4,175,0,0,65,4
21.1,85,238,11,8,0,0,3,175,0,0,64,4
26.5,97,289,11,8,0,0,3,211,0,0,79,2
9.4,97,748,80,23,37,8,12,219,343,70,117,2
12.5,100,24,2,1,1,0,0,12,13,0,0,1
14,100,27,2,1,1,0,0,14,14,0,0,1
12.5,100,24,2,1,1,0,0,12,13,0,0,1
2,94,68,34,14,11,3,6,27,23,7,12,2
2.1,85,75,35,12,5,14,4,24,11,32,9,2
2.1,97,71,34,13,11,4,6,27,25,8,12,2
2.3,84,44,20,9,1,0,10,21,5,0,19,2
5.2,99,781,151,46,40,19,46,240,209,97,236,6
5.2,99,781,151,46,40,19,46,240,209,97,236,6
2.3,100,56,25,2,6,7,10,4,12,16,25,6
2.3,100,56,25,2,6,7,10,4,12,16,25,6
5.1,61,383,73,21,18,9,25,117,100,48,119,6
5.1,61,383,73,21,18,9,25,117,100,48,119,6
2.2,77,84,39,13,16,5,5,27,36,12,10,1
1.9,91,73,38,16,14,4,4,29,29,10,6,2
3.3,76,61,19,8,8,1,2,26,25,5,6,2
4.1,100,312,76,27,26,9,14,113,106,37,57,3
2.1,87,43,21,7,1,1,12,14,1,2,27,3
1.9,93,30,16,6,0,1,9,10,0,2,19,3
1.9,93,30,16,6,6,3,1,12,13,4,2,1
2.1,94,32,15,6,7,1,1,13,15,3,2,1
44.8,98,178,4,3,0,0,1,133,1,0,45,1
4.8,96,183,38,14,17,4,3,69,81,20,14,1
4.7,97,177,38,14,17,4,3,65,77,21,15,2
9.4,75,178,19,7,8,3,1,65,77,22,15,2
7.2,72,136,19,7,10,1,1,52,61,12,12,3
3.5,76,62,17,6,7,3,1,23,29,8,3,3
3.6,94,136,38,14,18,4,2,52,61,12,12,3
11.8,88,439,38,14,16,4,4,166,175,47,52,4
9.8,69,91,9,4,4,0,1,36,40,7,9,4
13.3,68,248,19,7,8,3,1,97,100,25,27,4
3.6,75,67,19,7,8,3,1,26,29,7,6,4
12.6,100,490,39,16,15,3,5,202,188,38,63,1
4.6,99,538,117,40,30,15,32,184,136,70,149,1
7,100,118,17,8,7,0,2,56,49,0,14,1
28.3,100,112,4,3,0,0,1,85,0,0,28,4
2,100,63,32,8,5,3,16,16,10,6,32,4
2.7,84,36,14,6,1,0,7,16,2,0,19,4
3.5,99,210,61,18,15,4,24,65,52,15,79,4
13.5,96,109,8,3,2,1,2,41,27,14,28,1
49.6,97,604,12,4,5,1,2,208,269,49,79,3
1.9,88,34,18,9,7,1,1,17,14,2,2,3
1.9,82,43,24,6,11,1,6,11,20,1,12,3
2.1,93,29,15,6,1,0,8,11,2,0,17,1
2.7,88,39,15,6,1,0,8,18,4,0,18,1
2.4,99,344,146,52,26,18,50,121,61,45,118,3
3.2,100,34,11,8,1,0,2,26,3,0,6,3
4.7,99,344,73,26,13,9,25,121,61,45,118,3
2.2,100,25,12,2,2,1,7,4,5,2,15,1
2.3,84,42,18,8,8,0,2,18,20,0,5,2
2,100,243,122,44,34,21,23,88,68,42,46,2
4.3,100,283,66,17,35,1,13,73,149,4,58,2
4.3,100,283,66,17,35,1,13,73,149,4,58,2
1.9,86,183,97,38,31,5,23,69,61,13,41,1
1.9,89,185,96,37,33,6,20,69,63,14,40,1
1.9,91,185,97,38,33,5,21,71,63,12,40,1
1.9,91,184,96,38,31,5,22,72,61,11,41,1
1.9,89,185,96,37,33,6,20,69,63,14,40,1
1.9,92,185,97,38,33,5,21,72,63,11,40,1
1.9,92,185,97,38,33,5,21,72,63,11,40,1
4.8,98,432,91,38,33,8,12,179,156,39,59,3
7.2,71,262,37,17,12,4,4,109,95,26,33,3
7.2,72,262,37,17,12,4,4,110,95,25,33,3
2.1,82,51,24,9,1,1,13,17,3,4,28,1
2.4,80,48,21,7,5,1,8,17,11,2,19,4
5.2,79,107,20,9,7,2,2,50,34,10,14,4
2.3,87,97,42,19,12,4,7,46,30,8,14,4
5.4,100,178,33,11,17,1,4,61,90,5,23,4
2.5,100,26,11,4,4,1,2,12,8,2,5,1
2.3,83,38,16,11,2,0,3,25,6,1,7,1
26.9,98,268,10,4,2,1,3,106,53,28,82,3
3.1,92,721,234,83,83,22,46,254,250,70,148,3
9.3,96,721,77,28,26,7,16,254,250,70,148,3
3.2,64,121,35,11,11,4,9,43,43,13,23,3
4.4,98,343,79,28,29,8,14,122,124,37,61,3
61.6,98,492,8,3,1,1,3,185,79,61,168,3
37.1,99,444,12,4,2,2,4,147,74,74,149,2
4.2,96,326,78,28,29,7,14,119,116,31,61,2
4,94,316,79,29,30,7,13,113,118,31,55,3
14.4,98,172,12,3,2,4,3,43,32,58,40,3
28,88,54,2,1,1,0,0,26,27,2,0,3
37,94,36,1,1,0,0,0,36,0,1,0,6
4.8,97,245,51,27,17,4,3,133,78,20,15,6
2.1,100,36,18,17,0,1,0,35,0,2,0,6
2.5,100,24,10,7,3,0,0,19,6,0,0,6
3.6,96,36,10,6,4,0,0,24,13,0,0,6
2.9,88,203,71,42,22,4,3,116,65,12,11,6
2.9,89,208,72,41,24,4,3,119,67,12,11,7
3.7,99,183,50,26,17,4,3,95,61,16,12,7
2.1,100,34,17,16,0,1,0,33,0,2,0,7
2.6,88,54,21,13,8,0,0,33,22,0,0,7
3.6,88,36,10,5,5,0,0,22,15,0,0,7
33,93,32,1,1,0,0,0,32,0,1,0,7
3.5,85,36,11,6,5,0,0,23,14,0,0,7
4.2,91,44,11,6,5,0,0,28,17,0,0,15
2,95,45,24,22,0,2,0,43,0,3,0,15
7.7,87,52,7,6,0,1,0,48,1,4,0,15
4.2,91,44,11,6,5,0,0,28,17,0,0,15
4.2,91,44,11,6,5,0,0,28,17,0,0,15
3.5,96,37,11,7,4,0,0,25,13,0,0,15
3.5,96,37,11,7,4,0,0,25,13,0,0,15
46,86,45,1,1,0,0,0,43,0,3,0,15
3.5,96,37,11,7,4,0,0,25,13,0,0,15
3.5,96,37,11,7,4,0,0,25,13,0,0,15
5.6,98,340,61,34,19,4,4,187,106,24,24,15
3.4,96,36,11,7,4,0,0,24,13,0,0,15
4.1,91,43,11,6,5,0,0,27,17,0,0,15
4.1,88,45,11,10,0,1,0,43,0,3,0,15
4.2,91,44,11,6,5,0,0,28,17,0,0,15
5,83,51,10,6,4,0,0,31,21,0,0,11
2.8,92,194,71,37,23,4,7,96,64,12,23,11
57,92,56,1,1,0,0,0,55,0,2,0,11
1.9,88,204,105,59,31,8,7,109,65,14,17,11
15.2,70,173,10,6,4,0,0,99,56,8,11,11
3.5,99,212,60,33,18,4,5,120,66,12,15,11
5,88,51,10,6,4,0,0,30,22,0,0,11
2,96,57,29,27,0,2,0,55,0,3,0,11
3.2,95,32,10,6,4,0,0,21,12,0,0,11
2.3,100,44,20,11,9,0,0,27,18,0,0,11
5.1,84,53,11,6,5,0,0,32,22,0,0,11
3.9,90,39,10,6,4,0,0,25,15,0,0,8
2.8,91,199,72,39,26,4,3,108,70,12,10,8
2.7,83,53,20,11,9,0,0,31,23,0,0,8
34,93,33,1,1,0,0,0,33,0,1,0,8
4.1,97,205,51,27,17,4,3,109,68,17,12,8
2.1,100,32,16,15,0,1,0,31,0,2,0,8
5.2,80,53,10,5,5,0,0,31,23,0,0,8
4.4,91,46,11,7,4,0,0,30,17,0,0,8
2.8,89,200,70,42,20,4,4,119,59,12,11,9
3.3,81,68,21,18,1,2,0,58,3,5,3,9
52,84,51,1,1,0,0,0,48,1,2,1,9
4.1,83,39,10,7,3,0,0,29,10,0,1,9
2.6,93,51,19,18,0,1,0,48,1,2,1,9
4.1,97,208,51,29,15,4,3,120,60,16,13,9
2.1,90,39,19,13,5,0,1,29,10,0,1,9
3.5,84,33,10,5,5,0,0,21,13,0,0,9
2.4,90,51,22,21,0,0,1,48,1,2,1,9
3.4,98,407,122,68,36,8,10,224,121,28,35,10
7,66,167,23,14,8,0,1,97,52,8,11,10
14.1,67,167,11,7,4,0,0,97,52,8,11,10
6.7,99,407,61,34,18,4,5,224,121,28,35,10
54,92,53,1,1,0,0,0,51,0,3,0,10
3,90,56,20,17,0,3,0,51,0,6,0,10
2.5,96,53,22,21,0,1,0,51,0,3,0,10
4.1,91,44,11,7,4,0,0,28,16,0,1,10
2.6,96,53,21,20,0,1,0,51,0,3,0,10
9.2,73,103,10,6,4,0,0,60,34,4,6,10
4.1,85,44,11,7,4,0,0,28,16,0,1,20
4.2,85,44,10,6,4,0,0,28,16,0,1,20
4.2,85,44,10,6,4,0,0,28,16,0,1,20
4,81,41,11,6,5,0,0,25,17,0,0,20
4.1,85,44,11,7,4,0,0,28,16,0,1,20
4.1,85,44,11,7,4,0,0,28,16,0,1,20
4.2,85,44,10,6,4,0,0,28,16,0,1,20
9.1,100,555,61,34,19,4,4,311,171,38,36,20
4.2,85,44,10,6,4,0,0,28,16,0,1,20
4.2,85,44,10,6,4,0,0,28,16,0,1,20
42,100,41,1,1,0,0,0,42,0,0,0,20
4.1,85,44,11,7,4,0,0,28,16,0,1,20
4.2,85,44,10,6,4,0,0,28,16,0,1,20
4.2,85,44,10,6,4,0,0,28,16,0,1,20
4.1,85,44,11,7,4,0,0,28,16,0,1,20
4.2,85,44,10,6,4,0,0,28,16,0,1,20
4.1,85,44,11,7,4,0,0,28,16,0,1,20
4.1,85,44,11,7,4,0,0,28,16,0,1,20
4.1,85,44,11,7,4,0,0,28,16,0,1,20
4.1,85,44,11,7,4,0,0,28,16,0,1,20
1.8,95,442,244,136,75,17,16,246,136,32,29,4
7.2,96,442,61,34,19,4,4,246,136,32,29,4
56,92,55,1,1,0,0,0,54,0,2,0,4
4.2,82,43,10,6,4,0,0,29,15,0,0,4
2.2,96,46,22,11,11,0,0,25,22,0,0,10
3,95,28,10,6,4,0,0,17,12,0,0,10
4,81,40,10,6,4,0,0,22,19,0,0,10
1.9,100,36,19,18,0,1,0,35,0,2,0,10
4,100,39,10,6,4,0,0,24,16,0,0,10
5.2,79,334,61,27,27,4,3,167,131,20,17,10
4.6,88,303,65,30,28,4,3,155,116,18,15,10
3.1,96,185,61,31,23,4,3,98,68,11,9,10
3.7,81,41,12,5,7,0,0,20,22,0,0,10
35,94,34,1,1,0,0,0,34,0,1,0,10
3.5,89,36,10,6,4,0,0,21,15,0,1,8
3.5,89,36,10,6,4,0,0,21,15,0,1,8
2,85,38,19,13,5,1,0,25,12,1,1,8
3.5,89,36,10,6,4,0,0,21,15,0,1,8
3.1,85,39,13,12,1,0,0,36,4,0,0,8
3.8,89,37,10,6,4,0,0,24,13,0,1,8
6.1,95,366,61,32,18,5,6,200,106,28,33,8
27,100,26,1,1,0,0,0,27,0,0,0,8
7,98,223,32,10,4,5,13,70,26,35,93,4
7,98,223,32,10,4,5,13,70,26,35,93,4
3.8,99,285,75,26,25,11,13,99,94,43,50,4
3.8,99,285,75,26,25,11,13,99,94,43,50,4
13.5,100,26,2,1,1,0,0,13,14,0,0,1
2,85,37,19,9,7,1,2,16,16,2,4,1
2,83,45,23,10,2,2,9,20,3,4,19,1
2,83,45,23,10,2,2,9,20,3,4,19,1
1.9,88,36,19,12,6,1,0,22,13,1,1,4
1.9,88,36,19,12,6,1,0,22,13,1,1,4
1.9,88,36,19,12,6,1,0,22,13,1,1,4
1.9,88,36,19,12,6,1,0,22,13,1,1,4
2.3,94,556,237,95,57,25,60,218,131,65,143,1
53.1,95,424,8,3,2,1,2,158,84,55,128,1
2.2,86,37,17,6,7,2,2,14,16,2,6,1
1.9,88,33,18,8,7,0,3,14,14,0,6,1
45.2,84,250,6,2,1,1,2,79,37,47,88,3
15.3,87,251,16,5,2,3,6,79,36,47,90,3
10.8,87,238,22,7,3,4,8,75,35,45,84,3
30.4,100,242,8,3,5,0,0,91,152,0,0,5
5.6,95,55,10,5,4,0,1,28,24,0,4,5
43.5,63,289,8,4,4,0,0,116,170,0,4,5
3.4,91,65,20,10,9,0,1,32,30,0,4,5
2.1,84,45,21,8,5,0,8,15,12,0,19,5
61.5,97,491,8,3,5,0,0,180,305,7,0,1
29.5,88,228,8,3,5,0,0,89,140,0,0,4
1.9,93,32,17,8,0,2,7,15,1,3,14,4
45.6,77,232,5,2,3,0,0,91,142,0,0,4
36.4,66,242,8,4,4,0,0,96,146,0,1,4
62,82,320,5,2,3,0,0,127,194,0,0,3
48.6,65,322,8,4,4,0,0,129,194,0,0,3
40,83,318,8,3,5,0,0,126,193,0,0,3
33.2,77,174,5,2,3,0,0,68,93,0,14,5
86.4,99,430,5,2,2,0,1,173,182,0,76,5
68,95,346,5,2,3,0,0,138,186,0,23,5
37.4,71,349,10,5,5,0,0,140,187,0,23,5
40,99,319,8,3,4,0,1,120,172,0,28,5
52.3,99,417,8,3,4,0,1,157,221,0,40,1
64.5,98,515,8,3,5,0,0,189,322,5,0,1
1.9,93,32,17,8,0,2,7,15,1,3,14,3
28.5,87,220,8,3,5,0,0,85,134,0,2,3
43.6,76,218,5,2,3,0,0,84,133,0,2,3
16.1,68,273,20,10,10,0,0,113,160,0,1,3
32.3,68,273,10,5,5,0,0,113,160,0,1,3
52,99,261,5,2,3,0,0,106,156,0,0,3
16.1,97,114,7,4,3,0,0,64,49,1,1,2
1.9,88,34,18,12,4,0,2,23,7,0,5,2
30,96,58,2,1,1,0,0,30,29,0,0,1
57,82,103,2,1,1,0,0,57,47,0,0,2
14.7,96,102,7,4,3,0,0,57,46,0,0,2
50.8,91,256,5,3,2,0,0,152,104,0,1,2
34.3,71,253,7,4,3,0,0,150,102,0,2,2
21.1,97,149,7,4,3,0,0,84,64,1,1,2
1.9,88,34,18,12,4,0,2,23,7,0,5,2
36.8,90,180,5,3,2,0,0,106,75,0,0,1
1.9,84,37,20,7,7,4,2,14,13,8,3,2
6.8,100,81,12,5,1,2,4,35,7,12,28,2
1.9,85,43,23,13,4,0,6,22,7,1,14,2
2.6,80,41,16,7,7,1,1,17,18,4,3,2
2.9,76,97,33,15,13,2,3,40,43,7,8,2
4.7,84,79,18,7,9,1,1,32,37,5,6,2
2.1,94,34,17,8,7,1,1,16,15,2,2,1
9.8,95,174,18,7,7,1,3,68,70,11,26,3
2.7,83,44,17,8,7,1,1,19,21,3,2,3
13.5,100,26,2,1,1,0,0,13,14,0,0,3
22.3,100,378,17,6,6,3,2,134,133,67,45,1
4.7,84,79,18,7,9,1,1,32,37,5,6,2
2.8,87,46,16,7,6,1,2,20,20,3,4,2
3,100,221,73,33,24,4,12,99,75,12,36,2
40.2,100,682,17,7,8,1,1,281,322,40,40,2
12,92,383,32,13,14,2,3,153,168,29,34,1
1.9,92,117,61,23,23,3,12,40,47,8,23,3
10.2,100,346,34,11,16,3,4,112,164,30,41,3
4,99,1597,402,133,105,50,114,529,420,198,451,3
4.6,72,75,17,7,8,1,1,31,33,4,8,1
46.2,100,276,6,2,1,1,2,92,46,46,93,1
93.3,83,523,6,2,1,1,2,168,71,94,191,3
23.9,86,523,22,7,3,4,8,168,71,94,191,3
